name_en,name_zh,url
Xue Zong,薛综,/wiki/Xue_Zong
Xun Can,荀粲,/wiki/Xun_Can
Xun Chen,荀谌,/wiki/Xun_Chen
Xun Shuang,荀爽,/wiki/Xun_Shuang
Xun Xu,荀勖,/wiki/Xun_Xu
Xun Yi,荀顗,/wiki/Xun_Yi
Xun You,荀攸,/wiki/Xun_You
Xun Yu,荀彧,/wiki/Xun_Yu
Xun Yue,荀悦,/wiki/Xun_Yue
Yan Baihu,严白虎,/wiki/Yan_Baihu
Yan Jun,严畯,/wiki/Yan_Jun_(Three_Kingdoms)
Yan Liang,颜良,/wiki/Yan_Liang
Yan Rou,阎柔,/wiki/Yan_Rou
Yan Xiang,阎象,/wiki/Yan_Xiang_(Han_dynasty)
Yan Xing,阎行,/wiki/Yan_Xing_(Han_dynasty)
Yan Yan,严颜,/wiki/Yan_Yan_(Three_Kingdoms)
Yang Bai,杨白,/wiki/Yang_Bai
Yang Feng,杨奉,/wiki/Yang_Feng_(Han_dynasty)
Yang Fu,杨阜,/wiki/Yang_Fu_(Han_dynasty)
Yang Hu,羊祜,/wiki/Yang_Hu
Yang Huiyu,羊徽瑜,/wiki/Yang_Huiyu
Yang Jun,杨骏,/wiki/Yang_Jun_(Jin_dynasty)
Yang Qiu,杨秋,/wiki/Yang_Qiu_(warlord)
Yang Xi,杨戏,/wiki/Yang_Xi_(Three_Kingdoms)
Yang Xiu,杨修,/wiki/Yang_Xiu_(Han_dynasty)
Yang Yan,杨艳,/wiki/Yang_Yan
Yang Yi,杨仪,/wiki/Yang_Yi
Yang Zhao,杨肇,/wiki/Yang_Zhao
Yao Xin,姚信,/wiki/Yao_Xin
Yin Li,殷礼,/wiki/Yin_Li_(Eastern_Wu)
Yin Mo,尹默,/wiki/Yin_Mo
Ying Qu,应璩,/wiki/Ying_Qu
Ying Shao,应劭,/wiki/Ying_Shao
Ying Yu,应馀,/wiki/Ying_Yu
Yu Bing,虞昺,/wiki/Yu_Bing
Yu Fan,虞翻,/wiki/Yu_Fan
Yu Huan,鱼豢,/wiki/Yu_Huan
Yu Jin,于禁,/wiki/Yu_Jin
Yu Quan,于诠,/wiki/Yu_Quan_(general)
Yu Si,虞汜,/wiki/Yu_Si
Yu Song,虞耸,/wiki/Yu_Song
Yu Zhong,虞忠,/wiki/Yu_Zhong_(Three_Kingdoms)
Yuan Huan,袁涣,/wiki/Yuan_Huan
Yuan Shang,袁尚,/wiki/Yuan_Shang
Yuan Shao,袁绍,/wiki/Yuan_Shao
Yuan Shu,袁术,/wiki/Yuan_Shu
Yuan Tan,袁谭,/wiki/Yuan_Tan
Yuan Wei,袁隗,/wiki/Yuan_Wei
Yuan Xi,袁熙,/wiki/Yuan_Xi
Yuan Xu,袁敍,/wiki/Yuan_Xu
Yuan Ye,袁晔,/wiki/Yuan_Ye
Yuan Yi,袁遗,/wiki/Yuan_Yi_(Han_dynasty)
Yue Guang,乐广,/wiki/Yue_Guang
Yue Jin,乐进,/wiki/Yue_Jin
Yufuluo,于夫罗,/wiki/Yufuluo_Chanyu
Yuwen Mohuai,宇文莫槐,/wiki/Yuwen_Mohuai
Zang Ba,臧霸,/wiki/Zang_Ba
Ze Rong,笮融,/wiki/Ze_Rong
Zhang Bao,张苞,/wiki/Zhang_Bao_(Shu_Han)
Zhang Bu,张布,/wiki/Zhang_Bu
Zhang Changpu,张昌蒲,/wiki/Zhang_Changpu
Zhang Chao,张超,/wiki/Zhang_Chao
Zhang Cheng,张承,/wiki/Zhang_Cheng_(Three_Kingdoms)
Zhang Chun,张纯,/wiki/Zhang_Chun
Zhang Chunhua,张春华,/wiki/Zhang_Chunhua
Zhang Fan,张范,/wiki/Zhang_Fan_(Han_dynasty)
Zhang Fei,张飞,/wiki/Zhang_Fei
Zhang He,张郃,/wiki/Zhang_He
Zhang Hong,张纮,/wiki/Zhang_Hong_(Han_dynasty)
Zhang Hu,张虎,/wiki/Zhang_Hu_(Three_Kingdoms)
Zhang Hua,张华,/wiki/Zhang_Hua
Zhang Ji,张既,/wiki/Zhang_Ji_(Derong)
Zhang Liao,张辽,/wiki/Zhang_Liao
Zhang Lu,张鲁,/wiki/Zhang_Lu_(Han_dynasty)
Zhang Miao,张邈,/wiki/Zhang_Miao
Zhang Nan,张南,/wiki/Zhang_Nan_(Three_Kingdoms)
Zhang Ren,张任,/wiki/Zhang_Ren
Zhang Song,张松,/wiki/Zhang_Song
Zhang Te,张特,/wiki/Zhang_Te
Zhang Ti,张悌,/wiki/Zhang_Ti
Zhang Wen,张温,/wiki/Zhang_Wen_(Three_Kingdoms)
Zhang Xiang,张翔,/wiki/Zhang_Xiang
Zhang Xiu,张绣,/wiki/Zhang_Xiu_(warlord)
Zhang Yan,张燕,/wiki/Zhang_Yan_(Han_dynasty)
Zhang Yang,张杨,/wiki/Zhang_Yang_(warlord)
Zhang Yi,张翼,/wiki/Zhang_Yi_(Bogong)
Zhang Yu,张裕,/wiki/Zhang_Yu_(Nanhe)
Zhang Zhao,张昭,/wiki/Zhang_Zhao
Zhang Zhi,张芝,/wiki/Zhang_Zhi_(calligrapher)
Zhao Ang,赵昂,/wiki/Zhao_Ang
Zhao Fan,赵范,/wiki/Zhao_Fan_(Han_dynasty)
Zhao Qi,赵岐,/wiki/Zhao_Qi_(Han_dynasty)
Zhao Qian,赵谦,/wiki/Zhao_Qian
Zhao Rong,赵融,/wiki/Zhao_Rong
Zhao Yan,赵俨,/wiki/Zhao_Yan_(Three_Kingdoms)
Zhao Yun,赵云,/wiki/Zhao_Yun
Empress Zhen,甄皇后,/wiki/Empress_Zhen_(Cao_Fang)
Lady Zhen,甄氏,/wiki/Lady_Zhen
Zheng Kai,郑凯,/wiki/Zheng_Kai
Zheng Mao,郑袤,/wiki/Zheng_Mao
Zheng Xuan,郑玄,/wiki/Zheng_Xuan
Zheng Zhou,郑胄,/wiki/Zheng_Zhou
Zhong Hui,锺会,/wiki/Zhong_Hui
Zhong Yao,锺繇,/wiki/Zhong_Yao
Zhou Ang,周昂,/wiki/Zhou_Ang
Zhou Bi,周毖,/wiki/Zhou_Bi
Zhou Chu,周处,/wiki/Zhou_Chu
Zhou Fang,周鲂,/wiki/Zhou_Fang_(Three_Kingdoms)
Zhou Jun,周峻,/wiki/Zhou_Jun
Zhou Qun,周群,/wiki/Zhou_Qun
Zhou Tai,周泰,/wiki/Zhou_Tai
Zhou Xin,周昕,/wiki/Zhou_Xin_(Han_dynasty)
Zhou Yu,周瑜,/wiki/Zhou_Yu
Empress Zhu,朱皇后,/wiki/Empress_Zhu_(Eastern_Wu)
Zhu Huan,朱桓,/wiki/Zhu_Huan
Zhu Ju,朱据,/wiki/Zhu_Ju
Zhu Jun,朱儁,/wiki/Zhu_Jun_(Han_dynasty)
Zhu Ling,朱灵,/wiki/Zhu_Ling_(Three_Kingdoms)
Zhu Ran,朱然,/wiki/Zhu_Ran
Zhu Yi,朱异,/wiki/Zhu_Yi_(Three_Kingdoms)
Zhu Zhi,朱治,/wiki/Zhu_Zhi
Zhuge Dan,诸葛诞,/wiki/Zhuge_Dan
Zhuge Jin,诸葛瑾,/wiki/Zhuge_Jin
Zhuge Ke,诸葛恪,/wiki/Zhuge_Ke
Zhuge Liang,诸葛亮,/wiki/Zhuge_Liang
Zhuge Qiao,诸葛乔,/wiki/Zhuge_Qiao
Zhuge Rong,诸葛融,/wiki/Zhuge_Rong
Zhuge Shang,诸葛尚,/wiki/Zhuge_Shang
Zhuge Xu,诸葛绪,/wiki/Zhuge_Xu
Zhuge Xuan,诸葛玄,/wiki/Zhuge_Xuan
Zhuge Zhan,诸葛瞻,/wiki/Zhuge_Zhan
Zong Yu,宗预,/wiki/Zong_Yu
Zou Jing,邹靖,/wiki/Zou_Jing
Zuo Ci,左慈,/wiki/Zuo_Ci
